,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type,Date_Posted_Complete
838,Frontend Engineer,89000.0,113000.0,0.0,0.0,1.0,Amplemarket,,,,Full-time,"healthinsurance,stockoptions","rubyonrails,naturallanguageprocessing,javascript,react,postgresql,customersupport,redis,html5,css,5years,elasticsearch",https://www.simplyhired.com/job/2GkEKUdiEfrsNK_QmbxTiDGS_eculJ9BfRk8i3REMdQV2WkkTr1n5A,Others,,Remote,11,2,101000.0,1,nan
839,Software Technologist,57200.0,72500.0,0.0,0.0,1.0,EarthSoft,4.2,27.0,9.0,nan,workfromhome,"arcgis,javascript,customersupport,html5,visualbasic,microsoftoffice,communicationskills,under1year,windows,sql,bachelor'sdegree,customerservice,css,chemistry",https://www.simplyhired.com/job/1foAdEeTR9Qrs3A2uuB4I5wdUqcBL64xIMkffd2JZgDeDcvAqAYnIg,Others,,Remote,14,1,64850.0,0,27/9/2023
840,Software Engineer II,81300.0,103000.0,0.0,0.0,1.0,National Indemnity Company,3.9,5.0,10.0,Full-time,"wellnessprogram,visioninsurance,disabilityinsurance,401(k)matching,tuitionreimbursement,employeeassistanceprogram,healthinsurance,dentalinsurance,on-sitegym,401(k),parentalleave","microsoftexcel,visualbasic,c#,asp.net,softwaretroubleshooting,sql,bachelor'sdegree,3years,computerscience,.net",https://www.simplyhired.com/job/6gmSV-bgqO_381RW4iC6tns_HuytiYoXJkUluuGRkmR7MRYSqoIiCQ,Software Engineer,,Physical,10,11,92150.0,1,5/10/2023
841,Financial Data Analyst (Python),67500.0,85500.0,0.0,0.0,1.0,EquipmentShare,3.1,,,nan,"gymmembership,paidtimeoff,401(k)matching,healthinsurance,401(k),parentalleave","microsoftexcel,accounting,spss,financialstatementpreparation,communicationskills,sas,finance,dataanalysisskills,sql,3years,analysisskills,bachelor'sdegree,forecasting,python,microsoftpowerpoint,r",https://www.simplyhired.com/job/1DeAF8X0ldWrvHApEIo0rTb8ffQ1L51P87_MOWxQ9ky2VMbLEnstFw,Analyst,,Remote,16,6,76500.0,0,nan
842,Social Impact Product Scientist III,154000.0,224000.0,0.0,0.0,1.0,Indeed,4.3,6.0,10.0,Full-time,"retirementplan,visioninsurance,flexiblespendingaccount,healthsavingsaccount,paidtimeoff,flexibleschedule,401(k)matching,tuitionreimbursement,employeeassistanceprogram,healthinsurance,professionaldevelopmentassistance,dentalinsurance,401(k),parentalleave,lifeinsurance","statistics,a/btesting,datascience,mathematics,datacollection,full-stackdevelopment,python,sql,bachelor'sdegree,analysisskills,pandas,computerscience,r",https://www.simplyhired.com/job/ETqsQra1IBYb5wj6hHi2cWGzJtF-W2Q-TTZXRoajjlRjpX_gyicz2g,Others,,Remote,13,15,189000.0,1,6/10/2023
843,Solution Architect,120000.0,140000.0,1.0,0.0,0.0,Gravity Tech Inc,3.0,6.0,10.0,"Full-time,Contract",nan,"salesforce,googlecloudplatform,9years,communicationskills,bachelor'sdegree,solutionarchitecture,analysisskills,computerscience,4years",https://www.simplyhired.com/job/qwtMTvxpquelbmpog6P9EOZVy1ySV15KbCfi9SneQk6qGgo1VZsjEQ,Others,,Remote,9,0,130000.0,2,6/10/2023
844,"Software Engineer, Bidder",70000.0,160000.0,0.0,0.0,1.0,Chartboost,4.3,5.0,10.0,nan,"401(k),visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,rsu,lifeinsurance","bachelorofscience,googlecloudplatform,go,machinelearning,microsoftexcel,mongodb,sdks,aws,agile,nosql,softwaretroubleshooting,python,bachelor'sdegree,3years,computerscience,cloudinfrastructure",https://www.simplyhired.com/job/fIj23PzQeTwfSJLspS0IuThF-oIiqqrTEGCI3AfZQhuJxku5EeTtuw,Software Engineer,,Remote,16,8,115000.0,0,5/10/2023
845,Visual Studio Programmer,56300.0,71400.0,0.0,0.0,1.0,BlueCross BlueShield of Tennessee,3.9,,,Full-time,nan,"xml,c#,microsoftexcel,applicationdevelopment,business,visualbasic,1year,vba,communicationskills,it,sql,bachelor'sdegree,t-sql,microsoftword,organizationalskills,microsoftoutlook,microsoftoffice,computerscience,microsoftpowerpoint,visualstudio",https://www.simplyhired.com/job/CLyjI0AzzKEtGoX1SzB2MssVH-7bRrunQRvT86OAceAIKF9ZGK_7zA,Others,,Remote,20,0,63850.0,1,nan
846,Solutions Engineer,95300.0,121000.0,0.0,0.0,1.0,GoHealth Urgent Care,2.5,4.0,10.0,Full-time,nan,"organizationalskills,microsoftsqlserver,communicationskills,softwaretroubleshooting,sql,bachelor'sdegree,productdemos,3years,computerscience,restfulapi",https://www.simplyhired.com/job/oK8lGe0HxEHW_0C_DuFOUu9R08_s5Mb8fysloGd3IW-MqpIAOvD7MQ,Others,,Remote,10,0,108150.0,1,4/10/2023
847,Security Analyst - All Levels - ITOPS - REMOTE,93200.0,118000.0,0.0,0.0,1.0,Information Sciences Consulting Inc,4.5,,,nan,"visioninsurance,disabilityinsurance,paidtimeoff,healthinsurance,401(k)","teammanagement,cybersecurity,documentmanagement,it,bachelor'sdegree,master'sdegree,3years,computerscience,associate'sdegree,informationsecurity",https://www.simplyhired.com/job/PwJbGrRK025Qdz5M5VBIB43qHyKodoM-Zb1648RxRgVz_lkEgo91MQ,Analyst,,Remote,10,5,105600.0,0,nan
848,Sr. Software Engineer (Backend),160000.0,200000.0,0.0,0.0,1.0,Autograph,4.0,,,nan,"paidsicktime,visioninsurance,flexiblespendingaccount,paidtimeoff,paidparentalleave,healthinsurance,employeediscount,dentalinsurance,401(k),parentalleave","git,mongodb,apis,typescript,communicationskills,bachelor'sdegree,node.js,5years,computerscience,back-enddevelopment,devops",https://www.simplyhired.com/job/quhh_e6JO52akfGpZYEk-ePZ-9g6sD_EJnAOhPe6zKsCE42sK0k3gQ,Software Engineer,senior,Remote,11,10,180000.0,0,nan
849,Reporting Analyst,80000.0,85000.0,0.0,0.0,1.0,Veterans Engineering,,,,Full-time,401(k),"microsoftexcel,agile,microsoftaccess,microsoftoffice,powerbi,computerscience,it,research,communicationskills,bachelor'sdegree,analysisskills,5years,microsoftword,microsoftpowerpoint",https://www.simplyhired.com/job/STmdu5kAanPl6MGDdRadZ-UaRwLlSUqzo0Nf9X6bjBlXT6vkrKuhYw,Analyst,,Remote,14,1,82500.0,1,nan
850,Data Engineer,92400.0,117000.0,0.0,0.0,1.0,Delta Dental of Michigan,3.6,,,nan,dentalinsurance,"salesforce,databasemanagement,organizationalskills,apis,scripting,datawarehouse,configurationmanagement,informatica,communicationskills,datagovernance,datamanagement,sql,bachelor'sdegree,hipaa,databasedesign,etl,computerscience",https://www.simplyhired.com/job/8DITK1XUn01uj_eoNjlpx3fKazGYAHAZEiU2HyhImoQlK8cp9pXBlA,Data Engineer,,Remote,17,1,104700.0,0,nan
851,Data Integration Engineer,118000.0,125000.0,0.0,0.0,1.0,Worldly,,25.0,9.0,Full-time,"visioninsurance,paidtimeoff,unlimitedpaidtimeoff,401(k)4%match,401(k)matching,healthinsurance,dentalinsurance,stockoptions,401(k),parentalleave","marketingautomation,apis,aws,3years,scala,metadata,java,databases,c++,informationsystems,scripting,sql,python,datastructures,zendesk,postgresql,mailchimp,relationaldatabases,computerscience",https://www.simplyhired.com/job/O18McI5kJTgVGuUjT46R6csEDnxy5wTawBksmB-53ARsxT1Awn650Q,Others,,Remote,19,10,121500.0,1,25/9/2023
852,Software Support Engineer - Site Reliability,103500.0,165500.0,0.0,0.0,1.0,HealthEquity,3.7,26.0,9.0,Full-time,"gymmembership,wellnessprogram,visioninsurance,healthsavingsaccount,flexiblespendingaccount,paidtimeoff,paidparentalleave,401(k)matching,tuitionreimbursement,rsu,healthinsurance,dentalinsurance,401(k),parentalleave","git,splunk,ftp,training&development,technicalsupport,customersupport,saas,c#,communicationskills,softwaretroubleshooting,azure,sql,bachelor'sdegree,ci/cd,python,computerscience,devops",https://www.simplyhired.com/job/A-KuNt8hpDlOlrcziXDqfhTtAfj5ouHmCFzowt41rWPicFY66lJ8ew,Others,,Remote,17,14,134500.0,1,26/9/2023
853,Senior Data Analyst,103000.0,130000.0,0.0,0.0,1.0,Digital Hands,3.8,,,nan,opportunitiesforadvancement,"machinelearning,aws,pandas,datamodeling,devops,googlecloudplatform,mongodb,databases,numpy,nosql,communicationskills,sql,bachelor'sdegree,dataanalysisskills,python,organizationalskills,javascript,datawarehouse,postgresql,etl,computerscience",https://www.simplyhired.com/job/cJM7piv3kWZeyUezsYRcGFvL6pCoDBJD4ZW3ZNnIFgjOPvINqjFAxw,Analyst,senior,Remote,21,1,116500.0,0,nan
854,Curriculum Developer - Web Development,62000.0,94000.0,0.0,0.0,1.0,Codecademy,3.7,,,nan,healthinsurance,"c#,r,teaching,writingskills,java,github,c++,research,php,ruby,git,customersupport,bachelor'sdegree,python,management,go,javascript,master'sdegree,softwaredevelopment,computerscience,swift",https://www.simplyhired.com/job/N8hcyBHwh05L2gs1CYlxrWn_gfDq_8YyYye2r1B75Gp0WC_9-XE9vA,Web Developer,,Remote,21,1,78000.0,0,nan
855,Financial Business Intelligence Analyst,88800.0,112000.0,0.0,0.0,1.0,Flywire,3.7,6.0,10.0,Full-time,"rsu,employeestockpurchaseplan","dataanalytics,communicationskills,python,sql,netsuite,3years,computerscience,r,datamodeling",https://www.simplyhired.com/job/4B0J-ttNRwdb_kOk394CN4NiYOyej3tagObcGNnOpKQ6mpGQoYGvaA,Analyst,,Remote,9,2,100400.0,1,6/10/2023
856,Senior Quality Assurance Tester,104000.0,132000.0,0.0,0.0,1.0,MSAG,4.2,28.0,9.0,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","wcag,qualityassurance,8years,communicationskills,bachelor'sdegree,webaccessibility,secretclearance,computerscience",https://www.simplyhired.com/job/0cVAW4ivBsad4B2LamEwuYk5_DRxcWHsN7pNzHkNEp3HcEvXP9wvig,Quality Assurance Engineer,senior,Remote,8,5,118000.0,1,28/9/2023
857,O365 Tier 2 Support Technician,71300.0,90300.0,0.0,0.0,1.0,"Betis Group, Inc.",,,,Full-time,"ad&dinsurance,wellnessprogram,visioninsurance,disabilityinsurance,paidtimeoff,tuitionreimbursement,healthinsurance,dentalinsurance,lifeinsurance","bachelorofscience,confidentialclearance,scripting,microsoftexchange,powershell,communicationskills,microsoftwindowsserver,windows,it,bachelor'sdegree,5years,computerscience,financialservices",https://www.simplyhired.com/job/oAnDRPOdHS_xj3qD6s4iR_Gk2ulQaMuaBEGA5oZoTZy6wvmGLujX_Q,Others,,Remote,13,9,80800.0,1,nan
858,"Manager, Technical Support",75000.0,85000.0,0.0,0.0,1.0,Postpartum Support International (PSI),,3.0,10.0,Full-time,"retirementplan,visioninsurance,paidtimeoff,paidparentalleave,healthinsurance,professionaldevelopmentassistance,employeediscount,dentalinsurance,parentalleave","english,aws,technicalsupport,leadership,1year,communicationskills,azure,fedramp,dataanalysisskills,customerservice,analysisskills,bachelor'sdegree,computerskills,computerscience,management",https://www.simplyhired.com/job/tQ2hIGMA4mmmElRK08H3TcfP6yUIo--OViMJGss0Ghtx8LsaICLnxQ,Manager,senior,Remote,15,9,80000.0,1,3/10/2023
859,Data Engineer - Remote,99500.0,126000.0,0.0,0.0,1.0,LiveMarket,,,,"Temporary,Contract",nan,"googlecloudplatform,datastructures,java,aws,nosql,etl,communicationskills,3years,azure,sql,master'sdegree,bachelor'sdegree,analysisskills,softwareengineering,computerengineering,softwaredevelopment,python,computerscience",https://www.simplyhired.com/job/B4haXudD8R4VPDcmfj_AxN-6lk92boUJosW1w2lmz-6fHqXoJu_oVQ,Data Engineer,,Remote,18,0,112750.0,2,nan
860,Sr Software Engineer - Data Integrations,130000.0,155000.0,0.0,0.0,1.0,Pluto Health,,,,Full-time,"visioninsurance,flexibleschedule,paidparentalleave,401(k)matching,healthinsurance,dentalinsurance,401(k),parentalleave","go,certifieddentalassistant,c,javascript,typescript,c#,oop,computerengineering,python,bachelor'sdegree,2years,computerscience",https://www.simplyhired.com/job/kT_x3QIIe4ZPHNAnY6zDpXoTv0y_j0NR0A9lk2Hbm6jk_5c7EeQgaw,Software Engineer,senior,Remote,12,8,142500.0,1,nan
861,Staff Backend Engineer,201800.0,282500.0,0.0,0.0,1.0,Calm,,,,nan,401(k),"microservices,aws,restfulapi,11+years,docker,kubernetes,integrationtesting,devops,googlecloudplatform,writingskills,typescript,bachelorofscience,communicationskills,sql,bachelor'sdegree,ci/cd,terraform,go,rest,javascript,agile,computerscience,back-enddevelopment",https://www.simplyhired.com/job/aEDCN8RZ7WLNYx5zDEbqeXEuemPIeQX5vDUalkOK_GaDrzYpNUU6fA,Others,,Remote,23,1,242150.0,0,nan
862,Quality Assurance Engineer (Remote),56467.0,95993.0,0.0,0.0,1.0,ICF,3.4,5.0,10.0,Full-time,nan,"apis,microservices,configurationmanagement,c#,jaws,java,softwaretesting,analysisskills,nosql,communicationskills,sql,bachelor'sdegree,webaccessibility,test-drivendevelopment,confluence,jira,javascript,agile,master'sdegree,debugging,5years,computerscience,vpn",https://www.simplyhired.com/job/1NQHpKoydNEB-GjE12qlDN83AJ9WJvq4TsA7PihL25r3K4I1_Ymdnw,Quality Assurance Engineer,,Remote,23,0,76230.0,1,5/10/2023
863,Technical Support Engineer,93200.0,118000.0,0.0,0.0,1.0,Aqua Security,,28.0,9.0,Full-time,nan,"aws,customerservice,linux,docker,kubernetes,devops,googlecloudplatform,technicalsupport,azure,b2b,scripting,customersupport,cloudsecurity,communicationskills,sql,bachelor'sdegree,databasemanagement,sales,productmanagement,5years,computerscience",https://www.simplyhired.com/job/rkgCaUSQztaeeqNrVLo_HcOHBQy8StJHVvkGaE75vBWeg3FdaX3_KA,Others,,Remote,21,0,105600.0,1,28/9/2023
864,Requirements Analyst,100000.0,130000.0,0.0,0.0,1.0,Info Gain Consulting,3.0,,,Full-time,"visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,401(k)","microsoftexcel,sdlc,processimprovement,projectmanagement,dodexperience,agile,leadership,communicationskills,bachelor'sdegree,analysisskills,negotiation,secretclearance,computerscience,management,mentoring",https://www.simplyhired.com/job/MYwRgeRIeDg-oL-WA_q-ABErC4MXf3AegDdzI3YmWcLBUE7OtbEbVA,Analyst,senior,Remote,15,7,115000.0,1,nan
865,Technical Support Engineer - Digitial Products,62250.0,91300.0,0.0,0.0,1.0,Eaton,3.7,,,nan,"healthinsurance,retirementplan","english,2years,sales,technicalsupport,computernetworking,communicationskills,marketing,softwaretroubleshooting,bachelor'sdegree,outsidesales,customerservice,mobileapplications,analysisskills,productmanagement,french,associate'sdegree,management",https://www.simplyhired.com/job/2eUiCzjXH37oUTyGOYb_6qjm4_jUgJZJcQL6-pMme4X9GQdVIYWLQg,Others,,Remote,17,2,76775.0,0,nan
866,Digital Business Analyst,,,,,,Tellus solutions,4.3,,,Contract,"401(k),healthinsurance,dentalinsurance","businessanalysis,ux,microsoftexcel,ui,uidesign,projectmanagement,business,html5,communicationskills,research,bachelor'sdegree,analysisskills,3years,computerscience",https://www.simplyhired.com/job/252syK1WcXDdAIWdkk4n_i7TJw6cCfd47YgfvpBDnzRylnbr5z5OSw,Analyst,,Remote,14,3,,1,nan
867,Data Steward,90000.0,100000.0,1.0,0.0,0.0,ENVISN INCORPORATED,,3.0,10.0,Full-time,nan,"googlecloudplatform,sapbw4hana,manufacturing,datawarehouse,communicationskills,azure,sql,master'sdegree,dataanalysisskills,analysisskills,bachelor'sdegree,5years,computerscience",https://www.simplyhired.com/job/uRllNGBkmN8wRGR1BL6fmhOd0w816NdBrbzLYneY2VXLgkMq5IjHMA,Others,,Remote,13,0,95000.0,1,3/10/2023
868,Senior Data Engineer,100000.0,200000.0,0.0,0.0,1.0,Recruiting From Scratch,4.0,6.0,10.0,Full-time,"visioninsurance,profitsharing,401(k)matching,healthinsurance,dentalinsurance,401(k)","naturallanguageprocessing,aws,healthinformationmanagement,supplychain,itinfrastructure,sql,bachelor'sdegree,ci/cd,supplychainmanagement,2years,python,management,devops",https://www.simplyhired.com/job/NQ0bME1MNUctT3Xh2vQgi9ydRX6W_OcG81M46HovWYA9h98dQvHIJg,Data Engineer,senior,Remote,13,6,150000.0,1,6/10/2023
869,Software Engineer (Remote Opportunity),108000.0,136000.0,0.0,0.0,1.0,VetsEZ,4.6,,,Full-time,"visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k)","webdesign,responsivewebdesign,github,cloudarchitecture,computerscience,certifiedsafetyprofessional,bachelor'sdegree,softwaredevelopment,7years,devops",https://www.simplyhired.com/job/Ff-KEpdw4FwyvLZA51RpYA4r40AtEDHtWLguaPYZvGUAVm2X-t209A,Software Engineer,,Remote,10,6,122000.0,1,nan
870,Mid-Level Testing Engineer,82800.0,105000.0,0.0,0.0,1.0,"Cloud7Works, Inc.",,,,Contract,nan,"microsoftsqlserver,testautomation,loadrunner,fisma,cucumber,java,fedramp,newrelic,git,oracle,qualityassurance,communicationskills,bachelor'sdegree,softwarequalityassurance,jira,niststandards,postgresql,agile,jenkins,selenium,softwaredevelopment,5years,computerscience,performancetesting",https://www.simplyhired.com/job/mpf_XqnTs-25jjCMsYS9At0ltY_Ekz2Xmz27WVPHXz4LwyTokbsrbw,Others,,Remote,24,0,93900.0,1,nan
871,Data Engineer (Remote),95100.0,120000.0,0.0,0.0,1.0,Kitcheck,,,,Full-time,"401(k),401(k)matching","aws,s3,mysql,analysisskills,softwareengineering,spark,bachelorofscience,athenahealth,etl,cloudcomputing,redshift,communicationskills,computerengineering,sql,bachelor'sdegree,python,postgresql,2years,computerscience,back-enddevelopment",https://www.simplyhired.com/job/L8LFQe_n7wQ3yrv89vxakqvlwa0Evd_FdkL_F5ZS9auV9NLvYH_Aaw,Data Engineer,,Remote,20,2,107550.0,1,nan
872,Internal Controls Testing Analyst,63500.0,80400.0,0.0,0.0,1.0,Treliant LLC,3.8,,,Full-time,"401(k),healthinsurance,401(k)matching","communicationskills,it,bachelor'sdegree,3years,computerscience",https://www.simplyhired.com/job/ar0WzMO__DurWLDC1WsruzmRnzTJphNVQXXYJP4tEbvK75vtLfobcQ,Analyst,,Remote,5,3,71950.0,1,nan
873,"Software Engineer, Business Intelligence",77193.0,114247.0,0.0,0.0,1.0,Savers,3.1,,,Full-time,"paidsicktime,visioninsurance,disabilityinsurance,flexiblespendingaccount,paidtimeoff,401(k)matching,employeeassistanceprogram,healthinsurance,dentalinsurance,401(k),parentalleave,lifeinsurance","microsoftsqlserver,perl,ssrs,powerbi,presentationskills,c++,ruby,azure,6years,bash,shellscripting,businessrequirements,scripting,communicationskills,sql,bachelor'sdegree,analytics,python,organizationalskills,c,ssis,softwaredevelopment,etl,computerscience",https://www.simplyhired.com/job/vyXVpbsfryE_7pU_e44wFNuzjPEM-l5fYVZAjzAvn53Y3QItF7G0SQ,Software Engineer,senior,Remote,24,12,95720.0,1,nan
874,Software Development Engineer II,87000.0,119900.0,0.0,0.0,1.0,Daybreak Games,3.1,,,nan,nan,"javascript,microsoftsqlserver,c#,asp.net,databases,communicationskills,bachelor'sdegree,relationaldatabases,computerscience,wcf,7years,.net",https://www.simplyhired.com/job/ltwm1tMTwrRu64bNPRJeia-ZTkUoWwvrJMFRNsvtnCD16DxjxaXacw,Others,,Remote,12,0,103450.0,0,nan
875,Sr. Software Test Engineer,105000.0,125000.0,0.0,0.0,1.0,Reveleer,3.4,,,Full-time,healthinsurance,"softwaredeployment,rest,java,apis,javascript,agile,testautomation,communicationskills,python,bachelor'sdegree,ci/cd,softwaredevelopment,5years,computerscience",https://www.simplyhired.com/job/Qb-uU5sxJdUjpOBQxC0_XTT4_IpMmX3IjrD-r2H1lwD4nfWJdWGCUQ,Others,senior,Remote,14,1,115000.0,1,nan
876,Data Scientist,112000.0,142000.0,0.0,0.0,1.0,COEADAPT INC.,,4.0,10.0,nan,nan,"machinelearning,datascience,cassandra,communicationskills,bigdata,python,sql,bachelor'sdegree,analysisskills,spark,hadoop,computerscience,regressionanalysis,r,4years",https://www.simplyhired.com/job/L6KfxJqioVkiS5OW-xvexDZixxPtO3kvb2CehC_Zwg64cQwiaFh14w,Data Scientist,,Remote,15,0,127000.0,0,4/10/2023
877,Data Engineer - Remote,103000.0,131000.0,0.0,0.0,1.0,CSAA Insurance Group,3.4,,,Full-time,"401(k),401(k)matching","bachelorofscience,oracle,java,apis,2years,aws,ai,informatica,unix,sql,bachelor'sdegree,python,etl,computerscience,management",https://www.simplyhired.com/job/wBPf4vbC5eJJ0WhyR-OZI545dtflgKn6TleBOgOSzNzQXlVNM46ZGg,Data Engineer,,Remote,15,2,117000.0,1,nan
878,Test Engineer 2,72000.0,138000.0,0.0,0.0,1.0,Hyland Software,3.4,,,nan,"visioninsurance,paidtimeoff,flexibleschedule,paidparentalleave,healthinsurance,dentalinsurance,401(k),parentalleave,sabbatical","microsoftsqlserver,c#,testautomation,softwaretroubleshooting,linux,docker,timemanagement,typescript,windows,bachelorofscience,git,oracle,continuousintegration,scripting,bachelor'sdegree,javascript,agile,jenkins,selenium,computerscience,visualstudio",https://www.simplyhired.com/job/oh60frAIl0FEgnKIMuBxNHBVyOouoAJvudeUASm7No_7MadwLOE-Zw,Others,,Remote,21,9,105000.0,0,nan
879,API Developer,90000.0,115000.0,0.0,0.0,1.0,Lee Enterprises,2.8,,,Full-time,"visioninsurance,disabilityinsurance,paidtimeoff,paidparentalleave,401(k)matching,healthinsurance,dentalinsurance,401(k),parentalleave,lifeinsurance","apis,html5,react,encryption,docker,vue.js,mysql,php,css,softwareengineering,git,laravel,redis,communicationskills,computerengineering,bachelor'sdegree,javascript,postgresql,agile,debugging,computerscience,restfulapi",https://www.simplyhired.com/job/aso4lchnGe96feiCZgUm09yzCyrj49G4I_LnyhwTtqZ10YKU26IzuA,Software Developer,,Remote,22,10,102500.0,1,nan
880,Microsoft Systems Engineer (2nd Shift 4p-1a CST),87900.0,111000.0,0.0,0.0,1.0,US Cloud,3.8,,,Full-time,"gymmembership,visioninsurance,disabilityinsurance,healthsavingsaccount,unlimitedpaidtimeoff,internetreimbursement,401(k)matching,healthinsurance,referralprogram,401(k),employeeassistanceprogram,lifeinsurance","intellectualpropertylaw,dns,microsoftoffice,activedirectory,microsoftwindowsserver,windows,azure,highschooldiplomaorged,sql,technicalwriting,sharepoint,5years,computerscience,managementinformationsystems",https://www.simplyhired.com/job/HJlc4Er0ZMRjgmGOU9wVktCFWJ-ltVtaURSR3q5YiuW1pDv9i07lxg,Others,,Remote,14,12,99450.0,1,nan
881,ESS Data Analyst,75000.0,85000.0,0.0,0.0,1.0,Qcells,2.8,,,Full-time,"healthinsurance,dentalinsurance","bachelorofscience,datascience,microsoftexcel,dataanalytics,systemdesign,visualbasic,engineering,1year,communicationskills,python,master'sdegree,dataanalysisskills,bachelor'sdegree,pandas,computerskills",https://www.simplyhired.com/job/8broSGCpQINNHEyxOATm59Nr9o7PN56l4sQeGQDPonUUgAZ1U6PIiA,Analyst,,Remote,15,2,80000.0,1,nan
882,Staff Systems Engineer,131000.0,210000.0,0.0,0.0,1.0,Toast,3.7,,,nan,nan,"salesforce,rest,sales,informatica,etl,soap,bachelor'sdegree,workday,netsuite,softwaredevelopment,computerscience,4years",https://www.simplyhired.com/job/T-jWAwJTprWXfvBzbPmyC5veuKmykpprbrfa76nvW5Eq748lwBpQOQ,Others,,Remote,12,0,170500.0,0,nan
883,Angular Expert - Content Developer (Remote),101000.0,128000.0,0.0,0.0,1.0,"LearnQuest, Inc.",4.0,4.0,10.0,Contract,nan,"git,writingskills,contentdevelopment,angular,computerscience,communicationskills,blogging",https://www.simplyhired.com/job/ZssFymLYD7MW0xmDki1MIV7dokl5QQJbwSQHIX1t0taHHdrvnibDXw,Software Developer,senior,Remote,7,0,114500.0,1,4/10/2023
884,Remote Network Engineer,160000.0,190000.0,1.0,0.0,0.0,Insight Enterprises,3.6,6.0,10.0,"Temp-to-hire,Contract",nan,"firewall,computernetworking,networkinstallation,writingskills,computerhardware,dns,analysisskills,networkadministration,meraki,communicationskills,it,bachelor'sdegree,editing,computerskills,negotiation,5years,computerscience,vpn,networkengineering",https://www.simplyhired.com/job/XPBHCYihshUEXr7GEGR_VcydKPjflEOLIma3ReONvM3OwUrYR7VGOg,Others,,Remote,19,0,175000.0,2,6/10/2023
885,UX Designer,,83382.0,0.0,0.0,1.0,SDH Systems,,,,Full-time,nan,"computerinformationsystems,html5,responsivewebdesign,it,bachelor'sdegree,computerscience",https://www.simplyhired.com/job/fMHl3LCxzY_Rk7tjsy5dA25wIrYYVXD4WFy3YwYE_XUMSOvdVkYxzg,Others,,Remote,6,0,,1,nan
886,Business Analyst,82000.0,96000.0,0.0,0.0,1.0,KesarWeb,,,,Full-time,nan,"systemsanalysis,qualityassurance,1year,communicationskills,it,technicalwriting,sql,datavisualization,computerscience",https://www.simplyhired.com/job/X1WJ0_xYnTxjILVKUGj6ibqEFCzf-MEnGPMeDtwWJae1fM97MCl8mA,Analyst,,Remote,9,0,89000.0,1,nan
887,IT Interface Analyst (FT) Data Management,63600.0,80500.0,0.0,0.0,1.0,Ballad Health,2.9,,,Full-time,nan,"organizationalskills,communicationskills,bachelor'sdegree,analysisskills,5years,computerscience,associate'sdegree",https://www.simplyhired.com/job/VguaI3wptqJNmyxBYA45c26sklENiWjWNEIqm_I4FJZg1Pui4VKd1A,Analyst,,Remote,7,0,72050.0,1,nan
888,Application Developer,90500.0,109300.0,0.0,0.0,1.0,Blueprint Technologies,3.2,,,nan,"visioninsurance,flexiblespendingaccount,paidtimeoff,healthinsurance,dentalinsurance,401(k),parentalleave","javascript,html5,c#,communicationskills,3years,azure,computerengineering,bachelor'sdegree,css,softwareengineering,computerscience,kubernetes,.net",https://www.simplyhired.com/job/e8e8gqgPICNeS1rjiC2YvJsQI-HBnhn9auexm4is6hPyvYovilK1pA,Software Developer,,Remote,13,7,99900.0,0,nan
889,Course Developer & Instructor- Health Information Management Systems,,,,,,Kaplan,3.7,,,Part-time,nan,"doctoraldegree,microsoftexcel,doctorofphilosophy,healthinformationmanagement,master'sdegree,computerscience",https://www.simplyhired.com/job/Q3hoMuDam71mW6nDzh7BPmaEKmcCv0k3jdPrfhISTzUrpIJwZUz6ug,Software Developer,,Remote,6,0,,1,nan
890,Vice President of Data Technology,169000.0,214000.0,0.0,0.0,1.0,Interwell Health,1.0,,,Full-time,nan,"datascience,datastructures,datalake,leadership,communicationskills,azure,sql,master'sdegree,bachelor'sdegree,10years,computerscience,mentoring",https://www.simplyhired.com/job/5iM_QlUlWxYriUr7flKuRv9O6WKF8c9mv5Adc7K-VIgjfK9zSF7uRg,Others,senior,Remote,12,0,191500.0,1,nan
891,SQL Developer III (Remote Option Available),86300.0,109000.0,0.0,0.0,1.0,Partners Health Management,4.0,,,Full-time,"visioninsurance,disabilityinsurance,401(k)matching,healthinsurance,dentalinsurance,401(k)","microsoftexcel,organizationalskills,ssis,communicationskills,it,ssrs,sql,bachelor'sdegree,customerservice,analysisskills,relationaldatabases,5years,computerscience",https://www.simplyhired.com/job/ImSB6XWzruf0qvnKHQifzQy4IkbiKOqKA54kLe2uZF9DQImWgXxoeQ,Software Developer,senior,Remote,13,6,97650.0,1,nan
892,Senior Software Test Engineer - Remote,85100.0,108000.0,0.0,0.0,1.0,"Agile5 Technologies, Inc.",,,,Full-time,nan,"testautomation,communicationskills,softwaretesting,soapui,selenium,bachelor'sdegree,computerskills,7years",https://www.simplyhired.com/job/64ktuHrld5tUJ3HK71K8jCruLKuC3xCVb7gbesna-_PrqKV9w8lbtg,Others,senior,Remote,8,0,96550.0,1,nan
