,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type
676,IT Training Specialist,43713.0,85043.0,0.0,0.0,1.0,Phase V Consulting LLC,1.0,5.0,10.0,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,visioninsurance,401(k)","comptiacertifiedtechnicaltrainer,it,education,computerscience,10years,analysisskills,itsupport,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/tn3OR2_i1CDj4HZp7kjLtS4TknwOFD4_Nj4LU2IQYYsSBcPNY3kuOg,IT Engineer,,,9,5,64378.0,1
677,Client Onboarding Specialist - Remote,55100.0,69700.0,0.0,0.0,1.0,PCNA,3.6,,,Full-time,"healthinsurance,dentalinsurance,retirementplan","business,computerscience,projectmanagement,communicationskills,bachelor'sdegree,marketing",https://www.simplyhired.com/job/u415SUqOH4-ON0O3vWUyrBr3RScGgVfaPHrfaA411Hfno5bxuTMSoQ,Others,,Remote,6,3,62400.0,1
678,Software Engineer,90000.0,120000.0,1.0,0.0,0.0,TechnoKraft,5.0,6.0,10.0,"Full-time,Contract","healthinsurance,paidtimeoff,dentalinsurance,401(k)","softwaredeployment,computerscience,awscertification,ci/cd,git,disasterrecovery,microservices,javascript,springboot,5years,management,analysisskills,s3,bachelor'sdegree,j2ee,node.js,newrelic,aws,softwaredevelopment,identity&accessmanagement,full-stackdevelopment,java,spring,applicationdevelopment,apis",https://www.simplyhired.com/job/0zanu7QqkyTPP15MgbNe4ewCvx2TNBdtXJLT4dA-j2Q_D27Je5XIBQ,Software Engineer,,,25,4,105000.0,2
679,Data Engineer,115320.0,172050.0,0.0,0.0,1.0,Chartboost,4.3,30.0,9.0,nan,"healthinsurance,rsu,401(k)matching,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k)","java,googlecloudplatform,scala,bachelor'sdegree,computerscience,spark,sql,python,mysql,git,2years,aws,kubernetes,bachelorofscience,sdks,debugging,confluence,kafka",https://www.simplyhired.com/job/T4Xpg-Yh205lkfLI8BE8wEPHeB9E5hNZb_xs6FF-UdBPnmNELTQyoA,Data Engineer,,,18,8,143685.0,0
680,Software Engineer - Remote,86700.0,110000.0,0.0,0.0,1.0,Tecture,1.4,,,Full-time,"healthinsurance,disabilityinsurance,401(k)matching,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k)","windows,computerscience,communicationskills,mvc,asp.net,c#,rest,bachelor'sdegree,firewall,databasedesign,designpatterns,iis,relationaldatabases,sql,microsoftsqlserver,debugging,microsoftwindowsserver,bachelorofscience,apis,basecamp,customersupport",https://www.simplyhired.com/job/wokY9R_8NP63jX-YNTNiGdsm4YP-YNtu7syoL_hRpV-1oDzPXB93vQ,Software Engineer,,Remote,21,8,98350.0,1
681,Infrastructure Application Engineer,80000.0,85000.0,0.0,0.0,1.0,Ascend Technologies,4.0,4.0,10.0,Full-time,nan,"windows,powershell,communicationskills,disasterrecovery,operatingsystems,remoteaccesssoftware,cloudinfrastructure,management,analysisskills,mcsa,bachelor'sdegree,intune,mcp,microsoftoffice,azure,customerservice,activedirectory,dns,2years,microsoftwindowsserver,scripting",https://www.simplyhired.com/job/iB_PsyOCRqd52lQnxpWusqpcagqTd1ibzy_qwZtg19aVyITFbLAjHQ,Others,,Remote,21,0,82500.0,1
682,Senior Business Analyst (Remote),66960.0,132990.0,0.0,0.0,1.0,CareFirst BlueCross BlueShield,3.8,,,Full-time,"401(k),401(k)matching","business,microsoftoffice,systemsanalysis,computerscience,4years,analysisskills,communicationskills,bachelor'sdegree,businessanalysis",https://www.simplyhired.com/job/Y4qXhdWQM-uQDpJelDHxMiD5XPhxeJZRa36ZhnTk6aRgg9xTQU7iQw,Analyst,senior,Remote,9,2,99975.0,1
683,DevOps Consultant,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","healthinsurance,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,flexibleschedule,visioninsurance,401(k)","7years,ansible,computerscience,noexperienceneeded,9years,devops,11+years,8years,5years,3years,bachelor'sdegree,terraform,4years,python,6years,aws,kubernetes,under1year,1year,docker,10years,topsecretclearance,2years",https://www.simplyhired.com/job/h9ZjHv6euDa1zfl2V1cfjZbBSnmYhaGWcgtPx-pC4yRmvyY442SZWQ,Others,,,23,9,170000.0,2
684,Data Engineer (Python),94000.0,143000.0,0.0,0.0,1.0,Terakeet,3.5,,,Full-time,"healthinsurance,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,lifeinsurance,flexibleschedule,parentalleave,401(k),flexiblespendingaccount,visioninsurance","datamodeling,computerscience,spark,distributedsystems,git,communicationskills,datascience,hadoop,apachehive,bachelor'sdegree,postgresql,python,tableau,relationaldatabases,mysql,sql,pandas,microsoftsqlserver,2years,bachelorofscience,datastructures,databases",https://www.simplyhired.com/job/7oA-fp1UpKrtVvOj3XEd7OdWe9615kjkTY7i0ZiIMZrCZZRNaAoFfA,Data Engineer,,,22,12,118500.0,1
685,Full Stack Developer,120000.0,150000.0,0.0,0.0,1.0,iPlum,,,,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,flexibleschedule,visioninsurance,401(k)","typescript,restfulapi,.net,css,computerscience,c#,html5,rest,microsoftsqlserver,master'sdegree,angular,bachelor'sdegree,1year,communicationskills,apis,softwaretroubleshooting,bootstrap",https://www.simplyhired.com/job/TE-I8gp4-TeyXPnKy-dAkq7O1-joqJdxuTQu7PW7XH7gZntQq5AgWw,Software Developer,,,17,6,135000.0,1
686,Software Engineer,103000.0,131000.0,0.0,0.0,1.0,Red Hat Software,4.0,,,Full-time,nan,"c++,distributedsystems,linux,ci/cd,multithreading,bachelor'sdegree,postgresql,go,agile,employeeevaluation,python,sdlc,kubernetes,java,docker,c,restfulapi,unix,mysql,2years,apis",https://www.simplyhired.com/job/vBru42wPqNLzq3VylWjWK7VqnDDlW-UyhvAdl_mb17jWfLbJHpDQqA,Software Engineer,,,21,0,117000.0,1
687,Front End Software Engineer,126000.0,160000.0,0.0,0.0,1.0,Atlassian,4.1,22.0,9.0,nan,nan,"productmanagement,javascript,agile,computerscience,react,2years,softwaredevelopment,bachelor'sdegree",https://www.simplyhired.com/job/irNa9k2ywk1zOSBezV8wozjakUtfHoggBPRybrGwyWemfyiEnd6jBA,Software Engineer,,,8,0,143000.0,0
688,Windows Developer with Python and Powershell,80000.0,,1.0,0.0,0.0,IT First Source,1.0,,,Contract,"healthinsurance,dentalinsurance,401(k)","windows,computerscience,python,git,applicationdevelopment,communicationskills,master'sdegree,microsoftwindowsserver,bachelor'sdegree,powershell,scripting",https://www.simplyhired.com/job/slj5_lu-QYsu_OtDydBbuhfSN2Y9W6fRYDB3LmOdK5r6hqKidUq_Sw,Software Developer,,,11,3,,1
689,Engineer Software,91700.0,116000.0,0.0,0.0,1.0,PAYLOCITY CORPORATION,3.4,29.0,9.0,Full-time,nan,"computerscience,react,databasemanagement,googlecloudplatform,c#,rest,analysisskills,bachelor'sdegree,webdevelopment,nosql,agile,.net,sdlc,aws,full-stackdevelopment,testautomation,azure,restfulapi,sql,unittesting,visualstudio,microsoftsqlserver,2years,apis,databases",https://www.simplyhired.com/job/4rsE7p42TaBoB2GrDUdweBXHJSCG-M3tEVU0D4KppfTyGxAXAmeIiQ,Others,,,25,0,103850.0,1
690,Junior Human Factors Engineer/Designer - REMOTE,84100.0,106000.0,0.0,0.0,1.0,Edgewater Technical Associates,3.8,,,Contract,"healthinsurance,disabilityinsurance,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k)","computerskills,communicationskills,master'sdegree,systemdesign,engineerintraining",https://www.simplyhired.com/job/TKRxSqZ1HVZcwT9bEoxf4tNTmaC1bs-XTD4R4gC6bnwiW89cZ8TaHQ,Others,junior,Remote,5,7,95050.0,1
691,Remote Software Engineer,90100.0,114000.0,0.0,0.0,1.0,"eClinical Solutions, LLC",2.6,,,Full-time,nan,"english,c++,datamodeling,oop,computerscience,communicationskills,angular,javascript,c#,html5,bachelor'sdegree,.net,css,relationaldatabases,java,sql,unittesting,visualstudio,microsoftsqlserver,datastructures",https://www.simplyhired.com/job/WH97SAZzIa_LzmsKli9s725JVr5ZA8fTbnE-zk8q70I2IMFHT_1DGg,Software Engineer,,Remote,20,0,102050.0,1
692,Business Analyst,80266.0,86705.0,0.0,0.0,1.0,Radcube LLC,,,,"Full-time,Contract","healthinsurance,dentalinsurance,401(k)","managedcare,visio,customerservice,microsoftword,microsoftoffice,microsoftexcel,projectmanagement,layoutdesign,microsoftpowerpoint,medicare,bachelor'sdegree,businessanalysis",https://www.simplyhired.com/job/HTErVAKrxtFlDD47xUlykszvaaZkvKAl1ttXsPAt9FwbzNcJCeYPlA,Analyst,,,12,3,83485.5,2
693,Helpdesk Agent,56000.0,66000.0,0.0,0.0,1.0,Sentinel,3.4,,,Full-time,"healthinsurance,disabilityinsurance,employeeassistanceprogram,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k),flexiblespendingaccount","computerskills,mobiledevices,comptianetwork+,driver'slicense,5years,highschooldiplomaorged,helpdesk,communicationskills,bachelor'sdegree,comptiaa+,customersupport",https://www.simplyhired.com/job/2otOTuRACPMGe2FVNYtctW8PDTPtbh7dATyg1xHXXNemSVLOHLbxJg,Others,,,11,9,61000.0,1
694,Associate System Analyst Inpatient Orders (Remote) - 100928,65600.0,83100.0,0.0,0.0,1.0,WVUH West Virginia University Hospitals,3.5,,,Full-time,nan,"communicationskills,computerscience,4years,bachelor'sdegree",https://www.simplyhired.com/job/JmOABu_Cd76MjanVTKY41TYNUhqFcM4_Y8to_0f2WsrTotavSWjnfg,Analyst,,Remote,4,0,74350.0,1
695,Technical Customer Support Representative - Remote,43000.0,45000.0,0.0,0.0,1.0,OTK Media,,,,Full-time,"healthinsurance,disabilityinsurance,paidtimeoff,dentalinsurance,visioninsurance,workfromhome,401(k)","qualityassurance,customerservice,computerskills,microsoftoffice,technicalsupport,associate'sdegree,computerscience,analysisskills,2years,communicationskills,customersupport",https://www.simplyhired.com/job/PGc5TUKQC96KMIoQVyATDBhmyRKBIq_z-9QHpl8w372598XQYPhkoA,Others,,Remote,11,7,44000.0,1
696,Database Administrator (Remote),87600.0,145200.0,0.0,0.0,1.0,ManTech International Corporation,3.9,,,Full-time,"healthinsurance,opportunitiesforadvancement,disabilityinsurance,paidtimeoff,lifeinsurance","pl/sql,computerscience,communicationskills,military,secretclearance,html5,analysisskills,bachelor'sdegree,postgresql,agile,performancetuning,databaseadministration,java,oracle,it,sql,microsoftsqlserver,2years,apis",https://www.simplyhired.com/job/Zv-E5W8GAwRwt8N9MaLpbJE4hepwgXGuztrK-XORoG4lTuw_2tyfDQ,Administrator,,Remote,19,5,116400.0,1
697,Software Engineer in Test,98800.0,125000.0,0.0,0.0,1.0,Integra Connect,2.7,5.0,10.0,Full-time,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k)","kanban,java,productmanagement,softwareengineering,bachelor'sdegree,computerscience,sql,rest,bachelorofscience,1year",https://www.simplyhired.com/job/BA1QZnuCfTv9UmByTO7R5WEqtnq86u6PNnkBeApAgTu6dJpgRKGBqQ,Software Engineer,,,10,6,111900.0,1
698,QA Engineer,90600.0,115000.0,0.0,0.0,1.0,Windranger Labs,,,,Full-time,nan,"computerscience,5years,contracts,organizationalskills,master'sdegree,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/o9jJIY1Xmp2IUgdiqwhiqwIc9hD1WfLNDC3rBPxC8C3g-a40BtA0Ww,Others,,,7,0,102800.0,1
699,NextGen EHR Support Technician,60000.0,80000.0,0.0,0.0,1.0,Medicalistcis,,,,Full-time,"healthinsurance,employeeassistanceprogram,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,lifeinsurance,referralprogram,visioninsurance,401(k),flexiblespendingaccount","computerscience,communicationskills,sqlservermanagementstudio,ssrs,softwaretroubleshooting,associate'sdegree,c#,html5,management,organizationalskills,ehrsystems,1year,customerservice,writingskills,it,sql,helpdesk,microsoftsqlserver,2years",https://www.simplyhired.com/job/ZjhlCBKdWvTP7vBG8s4_weM4BtWptlV9-6OuXmy79RX0jg5jXxxEng,Others,senior,,19,11,70000.0,1
700,Web Developer,62900.0,79700.0,0.0,0.0,1.0,COEADAPT INC.,,4.0,10.0,nan,nan,"php,computerengineering,joomla,webanalytics,javascript,wordpress,css,bachelor'sdegree,computerscience,seo,html5,git,communicationskills,softwareengineering,webdevelopment,drupal,webaccessibility",https://www.simplyhired.com/job/K89IcM9Um-skOHdV6gBfKWJ8sUOUxWc5OlOPsZ9gRxcFrSY4gXAacg,Web Developer,,,17,0,71300.0,0
701,Front End Developer,70000.0,120000.0,0.0,0.0,1.0,Synovize,,23.0,9.0,"Permanent,Full-time","healthinsurance,tuitionreimbursement,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,flexibleschedule,employeediscount,parentalleave,relocationassistance,lifeinsurance,referralprogram,retirementplan,401(k),flexiblespendingaccount,visioninsurance","softwaredeployment,computerscience,linux,git,react,communicationskills,front-enddevelopment,secretclearance,rest,analysisskills,s3,responsivewebdesign,bachelor'sdegree,typescript,css,python,aws,kubernetes,dynamodb,azure,docker,it,restfulapi,elasticsearch,unittesting,visualstudio",https://www.simplyhired.com/job/d80Us4q-sn-KZNQ6y52NCBOXhqg9S-WlLjZAt8ogquECL0krmtTQfg,Software Developer,,,26,18,95000.0,2
702,Project Analyst,85000.0,115000.0,0.0,0.0,1.0,Mind Computing,,27.0,9.0,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,visioninsurance","it,8years,bachelor'sdegree,computerscience,projectmanagement,management,pmp,bachelorofscience,projectmanagementmethodology",https://www.simplyhired.com/job/EHtU6122m_EAbMXoNI2iMRLhRcjmvVobySQEe5OdWUaPRoQGPhsDZg,Analyst,,,9,4,100000.0,1
703,HRIS Analyst,,100000.0,1.0,0.0,0.0,Emonics,4.6,6.0,10.0,Contract,nan,"presentationskills,microsoftexcel,under1year,computerscience,projectmanagement,ats,analytics,microsoftpowerpoint,hris,humanresources,bachelor'sdegree,managementinformationsystems",https://www.simplyhired.com/job/jkul6ucngIfqTLd-zCL2KZsabkUrm13qIyql8oLmB-1yPBARJCecjg,Analyst,,,12,0,,1
704,Part-Time Instructor -CompTIA A+,50000.0,60000.0,1.0,0.0,0.0,TechNation Careers,5.0,3.0,10.0,"Temporary,Part-time",nan,"it,dari,bachelor'sdegree,computerscience,teaching,comptiasecurity+,computernetworking,2years,communicationskills,pashto,comptiaa+",https://www.simplyhired.com/job/TXtvnxfI0URhvXJVbv_xg8dXiOkJwbDMnbF_dWMTg61GMKFG-XcL_A,Others,,,11,0,55000.0,2
705,Citrix Engineer,90000.0,125000.0,0.0,0.0,1.0,Government Tactical Solutions,3.6,4.0,10.0,Full-time,"healthinsurance,tuitionreimbursement,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,flexibleschedule,employeediscount,parentalleave,relocationassistance,lifeinsurance,referralprogram,retirementplan,401(k),flexiblespendingaccount,visioninsurance","windows,it,citrix,computerscience,3years,vmware,communicationskills,microsoftwindowsserver,bachelor'sdegree,virtualization",https://www.simplyhired.com/job/36Ol_wb3Cw1xW6LF510PHX4a3fXaXjSfsf0fcU3LvAQyUF8HO8OqpA,Others,,,10,18,107500.0,1
706,Data Analyst,60200.0,76300.0,0.0,0.0,1.0,Hillsdale College,4.1,,,Full-time,"healthinsurance,dentalinsurance","ssis,computerscience,sqlservermanagementstudio,powerbi,ssrs,businessintelligence,c#,5years,management,bachelor'sdegree,webaccessibility,databasedesign,agile,azure,computerskills,it,sql,unittesting,visualstudio,etl,microsoftsqlserver,wcag",https://www.simplyhired.com/job/a6BmtwW6YRMHZtEMfu2ysstlA7AcBl55IltRTW7Rc-cnajl3yyHVZw,Analyst,senior,,22,2,68250.0,1
707,Business Analyst - REMOTE,70000.0,85000.0,0.0,0.0,1.0,The Yay Company,4.4,,,Full-time,"healthinsurance,disabilityinsurance,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k),flexiblespendingaccount","analytics,computerscience,projectmanagement,sql,python,tableau,organizationalskills,master'sdegree,communicationskills,bachelor'sdegree,1year,powerbi,github",https://www.simplyhired.com/job/mgWvR4EuckpXcezmqAKjpdtY9xOpXsj8dyg89lPqMuSwkUWUbPsrjQ,Analyst,,Remote,13,8,77500.0,1
708,IT Operations Analyst - Level 4,95900.0,121000.0,0.0,0.0,1.0,FalconSmartIT,,5.0,10.0,Contract,nan,"saas,shellscripting,performancetuning,computerscience,linux,ci/cd,3years,management,analysisskills,etl,businessrequirements,informatica,bachelor'sdegree,salesforce,apis,erpsystems,devops",https://www.simplyhired.com/job/RL5DKS4o5ugfK8eXkQd3o3Ee5E2xu6bKbRj47VB_jxmyJajjI3dBRg,Analyst,,,17,0,108450.0,1
709,Founding Fullstack Engineer,180000.0,204000.0,0.0,0.0,1.0,Tephra Labs,,,,Full-time,"healthinsurance,internetreimbursement,disabilityinsurance,dentalinsurance,visioninsurance","full-stackdevelopment,computerscience,5years,front-enddevelopment",https://www.simplyhired.com/job/VlszcaxT7OIA-0qAR_ea-nGeQqLTkvofAXX-ZUINpR8o8VIACYr9qA,Others,,,4,5,192000.0,1
710,Quality Assurance (QA) Engineer,88500.0,112000.0,0.0,0.0,1.0,Data Ideology,5.0,23.0,9.0,Full-time,"healthinsurance,disabilityinsurance,employeeassistanceprogram,profitsharing,referralprogram,dentalinsurance,lifeinsurance,ad&dinsurance,retirementplan,visioninsurance","qualityassurance,selenium,computerscience,ci/cd,communicationskills,softwarequalityassurance,testng,devops,javascript,3years,teammanagement,analysisskills,bachelor'sdegree,scrum,agile,datawarehouse,python,dataanalytics,testautomation,java,computerskills,sql,junit,databases",https://www.simplyhired.com/job/iSYLsAVVFXa9_KDHYDZJUhsJS3Isk9fr0mKZoFXVTkVJj7ZXIe1kjw,Quality Assurance Engineer,,,24,10,100250.0,1
711,Associate Identity Access Management Analyst,58983.0,82616.0,0.0,0.0,1.0,PAYLOCITY CORPORATION,3.4,26.0,9.0,Full-time,"healthinsurance,rsu,401(k)matching,dentalinsurance,visioninsurance,401(k)","pivottables,informationsecurity,agile,microsoftexcel,sailpoint,computerscience,iso27001,under1year,jira,analysisskills,sdlc,niststandards,bachelor'sdegree,paylocity,identity&accessmanagement,pci,cobit",https://www.simplyhired.com/job/Fja58KWEtsYZxCq7z7y32V-DfACud_x77QGiYRuR90KfGL12RpS6TA,Analyst,,,17,6,70799.5,1
712,Jr. Web Producer,50000.0,54000.0,1.0,0.0,0.0,OTSI,3.5,,,Contract,nan,"qualityassurance,contentmanagementsystems,microsoftword,microsoftoffice,microsoftexcel,css,computerscience,computerinformationsystems,jira,html5,microsoftpowerpoint,2years,communicationskills,bachelor'sdegree,webdesign",https://www.simplyhired.com/job/nZuw_3prRlgLq9n53KnB1V786QLK6LHMBxqRAoYatw-Dmovt1I-FEg,Web Developer,junior,,15,0,52000.0,1
713,Data Engineer II - REMOTE,84000.0,113400.0,0.0,0.0,1.0,E Source,4.0,,,Full-time,"healthinsurance,disabilityinsurance,paidparentalleave,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,lifeinsurance,flexibleschedule,parentalleave,401(k)3%match,401(k),flexiblespendingaccount,visioninsurance","continuousintegration,computerscience,spark,git,machinelearning,communicationskills,master'sdegree,datascience,devops,jenkins,bachelor'sdegree,bigdata,postgresql,computerengineering,agile,4years,python,aws,datagovernance,softwareengineering,docker,computerprogramming,sql,jira,etl,databases",https://www.simplyhired.com/job/9U7bmyMwvtYwEcxnjb1EJfzP2F3SGFoRE3MAKLSz06p9f1svuDgeWQ,Data Engineer,,Remote,26,15,98700.0,1
714,Data Engineer I,90000.0,120000.0,0.0,0.0,1.0,Energy Solutions - USA,5.0,,,Full-time,"healthinsurance,employeestockownershipplan,dentalinsurance,visioninsurance","datamodeling,bachelor'sdegree,datawarehouse,computerscience,sql,math,tableau,python,etl,supervisingexperience,aws,s3,bachelorofscience,2years,communicationskills,clouddevelopment,redshift",https://www.simplyhired.com/job/2p1IYvoNQw7bbtjuZtUJtbDhkvqlxfR7MMe9_o5Nl3m4nGTLF3QFpQ,Data Engineer,,,17,4,105000.0,1
715,IT Vendor Engagement Manager,100000.0,110000.0,0.0,0.0,1.0,Baylor Radiologists,2.6,4.0,10.0,Full-time,nan,"it,7years,employeeevaluation,computerscience,vendormanagement,5years,6years,processimprovement,management,contracts,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/gy0Ybg380g7kqgV8iT4FSctK7ymTBVWvCgPyHIoQFD99CgEQSs4O9w,IT Engineer,,,12,0,105000.0,1
716,Data Engineer II,92800.0,117000.0,0.0,0.0,1.0,Careoperative Llc,,,,Full-time,nan,"azure,nosql,.net,c#,spark,sql,python,git,etl,microsoftsqlserver,aws,organizationalskills,bachelor'sdegree,datascience,2years,apis,devops,timemanagement",https://www.simplyhired.com/job/L0motI1e34eFHJTpEOa8H1FrTDfVyI7QscNupIuxcGJZcXREttMWEg,Data Engineer,,,18,0,104900.0,1
717,DevOps Associate (Remote),62800.0,79500.0,0.0,0.0,1.0,USA Football,3.9,,,Full-time,opportunitiesforadvancement,"typescript,business,.net,bachelor'sdegree,c#,linux,html5,cloudinfrastructure,git,s3,aws,2years,bachelorofscience,webdevelopment,communicationskills,github,devops,softwaretroubleshooting",https://www.simplyhired.com/job/34D86NmBdhgW6s8kI2_MXrm4BebWj7hwgQvT3iLXdXu7dlmUCMs6gg,Others,,Remote,18,1,71150.0,1
718,System Administrator (in-office & remote),60000.0,85000.0,0.0,0.0,1.0,Thriveon,3.4,27.0,9.0,Full-time,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,401(k)4%match,401(k)","azure,informationscience,it,microsoftoffice,computerscience,3years,vmware,powershell,bachelor'sdegree,networkinfrastructure,scripting",https://www.simplyhired.com/job/jI1jORYGF-otwqbMq7goYLhnyRq0warhJASERqt7HmjCE6THLRXUuw,Administrator,,Remote,11,6,72500.0,1
719,Network Administrator,81900.0,104000.0,0.0,0.0,1.0,CCMR3,1.0,,,Full-time,nan,"ccna,azure,vpn,dns,comptianetwork+,computerscience,juniper,computernetworking,networksecurity,networkprotocols,communicationskills,ccnp,aws,bachelor'sdegree,virtualization,dhcp,networkadministration",https://www.simplyhired.com/job/TB0g-j3mCWhM9sA47Eum0v1Nuo8jjfgL0smG1nZVclmCwgU5z9FoKg,Administrator,,,17,0,92950.0,1
720,Tool Operations Administrator I,63900.0,81000.0,0.0,0.0,1.0,Signify Health,3.0,30.0,9.0,nan,nan,"projectplanning,computerscience,4years,bachelor'sdegree,timemanagement",https://www.simplyhired.com/job/-HGCYsfnzPDDrQQUC_OIFx0nC8sk4T_ZIA5Qfv86hSE1EE_xJFoEcA,Administrator,,,5,0,72450.0,0
721,Data Analytics Manager,74700.0,94600.0,0.0,0.0,1.0,WebstaurantStore,2.8,3.0,10.0,nan,nan,"computerskills,predictiveanalytics,bachelor'sdegree,computerscience,projectmanagement,sql,r,tableau,3years,continuousimprovement,machinelearning,datavisualization,communicationskills,python,dataanalysisskills,powerbi,leadership",https://www.simplyhired.com/job/MKCD0IGxkatcPe07qPPmSHVgbjKapw7hkp-DJrMnsSjss0K3TmOlUA,Manager,senior,,17,0,84650.0,0
722,Web Developer,78779.0,86700.0,0.0,0.0,1.0,Tree Savages,,6.0,10.0,Full-time,"paidtimeoff,flexibleschedule,stockoptions","7years,computerscience,git,communicationskills,9years,jenkins,11+years,javascript,8years,jquery,html5,responsivewebdesign,rubyonrails,bachelor'sdegree,webdevelopment,webaccessibility,graphql,d3.js,trello,css,6years,sdlc,webdesign,jsp,10years,ajax,apis",https://www.simplyhired.com/job/XPoY3FzpaCVZnFE6qlt0FdfMpO2V5lNO19tx3x3kyFKpCXooNFpMAg,Web Developer,,,27,3,82739.5,1
723,Data Engineer,100000.0,108000.0,1.0,0.0,0.0,Cloud Shift Technologies LLC,1.0,,,"Full-time,Contract","relocationassistance,paidtimeoff,professionaldevelopmentassistance,employeeassistanceprogram","schematics,7years,computerscience,spark,master'sdegree,powerbi,kafka,hadoop,8years,tensorflow,bachelor'sdegree,python,6years,tableau,sharepoint,informationsystems,sql,etl,datavisualization,cleaning,dataanalysisskills",https://www.simplyhired.com/job/22j3-4u6mwE5Y8_dwQYkrw-tIX91n3sthkeIRrP1b9TJpkRH1I3IUg,Data Engineer,,,21,4,104000.0,2
724,Software Engineer (Full Stack),119000.0,151000.0,0.0,0.0,1.0,The Arena Group,2.7,27.0,9.0,nan,"healthinsurance,paidparentalleave,cellphonereimbursement,401(k)matching,commuterassistance,healthsavingsaccount,dentalinsurance,paidtimeoff,stockoptions,parentalleave,unlimitedpaidtimeoff,401(k),flexiblespendingaccount,visioninsurance","typescript,terraform,python,react,ai,microservices,datastructures,full-stackdevelopment,apis",https://www.simplyhired.com/job/0P8CVCzWyU2tOwejytcuF63Gds2pN1ml2-Jg5V-RDIJCj47nlDk1eQ,Software Engineer,,,9,14,135000.0,0
725,Solutions Analyst,90000.0,,0.0,0.0,1.0,Blue Corona,2.0,,,Full-time,"healthinsurance,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,lifeinsurance,parentalleave,retirementplan,401(k),visioninsurance","qualityassurance,googleads,datascience,facebookadvertising,analytics,sql,3years,googletagmanager,analysisskills,googleanalytics,bachelor'sdegree,1year,seo,digitalmarketing",https://www.simplyhired.com/job/6q6JesQWOD47gIBf42qU7tyaCALsNHnz7gUzY4hRpzCv2toYMafARA,Analyst,,,14,11,,1
726,"Software Engineer (Junior), Platform Team",101700.0,113000.0,0.0,0.0,1.0,Code.org,4.9,,,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,403(b),visioninsurance","typescript,javascript,mysql,systemdesign,react,1year,aws,rubyonrails,ai,datastructures,full-stackdevelopment",https://www.simplyhired.com/job/zKJDXfaO0eFYE9X55yKI_19b0pVtpqojN28xmp7H946Bxak6uSx5sQ,Software Engineer,junior,,11,5,107350.0,1
727,Power Platform Developer,85000.0,,0.0,0.0,1.0,Ignite Digital Services,,,,Full-time,"healthinsurance,tuitionreimbursement,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,lifeinsurance,referralprogram,visioninsurance,retirementplan,401(k)","azure,computerscience,sql,3years,communicationskills,bachelor'sdegree,powerbi,sharepoint,softwaretroubleshooting",https://www.simplyhired.com/job/VkvaGaDnS0h4DetSREzytpc5M8pW3VGBSVQNoyg3Wsvk3QfVmqlM5g,Software Developer,,,9,13,,1
728,Systems Administrator,100000.0,110000.0,1.0,0.0,0.0,Revecore,2.8,,,nan,nan,"windows,san,computerscience,linux,vsphere,powershell,pci,softwaretroubleshooting,associate'sdegree,hipaa,3years,vmware,mcsa,bachelor'sdegree,dhcp,tcp,microsoftoffice,vcenter,visualbasic,encryption,iis,computernetworking,tcp/ip,meditech,kubernetes,sharepoint,java,computerskills,sftp,customerservice,writingskills,voip,docker,it,dns,epic,systemadministration,activedirectory,microsoftsqlserver,microsoftwindowsserver,scripting",https://www.simplyhired.com/job/WPrlaAFAEMKoXKbFDtmLWhzkY2YI9lyzpMSRCrgcOrhD7TVKiF5Fjw,Administrator,,,41,0,105000.0,0
